General,,,,,,,,,,,,,,,Engine,,,,,,Pump,,,,,Boiler,,,Rail,,,,Accessory
Project No,AKA,Date,Title,Notes,Original Link,Video,Sheets,Comments,Issues,Keywords,Lubrication,Height,Length,Width,Type,Orientation,Pistons,Reverser,Bore,Stroke,Type,Drive,Cylinders,Bore,Stroke,Fuel,Orrientation,Volume ml,Type,Style,Fuel,Gauge,Type
09C-68-00,,Mar 2025,2 CYLINDER VERTICAL STEAM ENGINE USING PUSH VALVES,"NOTES: THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS WERE OF GERMAN ORIGIN. THE ASSEMBLY DRAWING TITLE WAS: ""VALVE STEAM ENGINE"" BY FRAENSENGINEERING DATED 08.10.2023. ENGINE SHOWN ON THESE DRAWINGS IS 2x LARGER. SOME ALTERATIONS HAVE BEEN INCORPORATED IN THESE DRAWINGS",https://www.modelesavapeur.com/telechargements1/09c-68.pdf,,3,,,,Oil points,298.0,198.5,134.5,Push valves,Vertical,2,No,26,32,,,,,,,,,,,,,
09C-69-00,,Mar 2025,"2 CYLINDER VERTICAL NON REVERSABLE STEAM ENGINE CALLED ""SIRIUS""","NOTES: THE ORIGINAL DRAWINGS WERE GIVEN TO ME. THE ORIGINAL DRAWINGS WERE BY STUART MODELS, NO DESIGNER, NO DATE STATED. COVER SHEET STATED: ""STATIONARY STEAM ENGINE"" NAME: ""SIRIUS""",https://www.modelesavapeur.com/telechargements1/09c-69.pdf,,4,,,,Oil pan,162.0,180.0,101.0,Spool valve,Vertical,2,No,25.5,13,,,,,,,,,,,,,
09C-70-00,,,,,https://www.modelesavapeur.com/telechargements1/09c-70-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-33-00,,,,,https://www.modelesavapeur.com/telechargements1/09d-33.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-31-00,,,,,https://www.modelesavapeur.com/telechargements1/09d-31.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-32-00,,,,,https://www.modelesavapeur.com/telechargements1/09d-32.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-65-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-65.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-66-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-66-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-66-01,,,,,https://www.modelesavapeur.com/telechargements1/09e-66-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-67-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-67.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-68-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-68-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-69-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-69-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-70-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-70-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-71-01,,,,,https://www.modelesavapeur.com/telechargements1/09e-71-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-72-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-72-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-71-00,,,,,https://www.modelesavapeur.com/telechargements1/09e-71-00.pdf,,,,Has a correction sheet (was a separate doc (www.modelesavapeur.com/telechargements1/09e-71-00-correction.pdf) so I joined them),,,,,,,,,,,,,,,,,,,,,,,,
09F-03-00,,,,,https://www.modelesavapeur.com/telechargements1/09f-03-00-bis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09F-03-01,,,,,https://www.modelesavapeur.com/telechargements1/09f-03-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-45-00,,,,,https://www.modelesavapeur.com/telechargements3/2-cylinder-vertical-marine-steam-engine-with-reverser.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-45-00,,,,,https://www.modelesavapeur.com/telechargements3/3-cylinder-rotary-steam-engine-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-37-00,,,,,https://www.modelesavapeur.com/telechargements3/a-2-cylinder-v-shape.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-38-00,,,,,https://www.modelesavapeur.com/telechargements3/a-boxer-type-4-cylinder-compressed-air.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-39-00,,,,,https://www.modelesavapeur.com/telechargements3/a-model-of-a-2-cylinder-double-sided.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-26-00,,,,,https://www.modelesavapeur.com/telechargements3/a-model-of-a-60-hp-hight-presure-with-4-slide-valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-41-00,,,,,https://www.modelesavapeur.com/telechargements3/a-model-of-a-fieldhouse-winding-engine-driven-by-steam.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9E-38-00,,,,,https://www.modelesavapeur.com/telechargements3/a-new-horizontal-marine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-19-00,,,,,https://www.modelesavapeur.com/telechargements3/an-experimental-4-cylinder-steam-engine-with-rocking-crosshead.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-20-00,,,,,https://www.modelesavapeur.com/telechargements3/an-experimental-4-cylinder-vertical-steam-engine-converted-from-a-gas-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-46-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-1-and-2-cylinder-steam-engine-fors-beginners.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-18-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-experimental-1-cylinder-single.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9B-24-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-horizontal-mill-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-44-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-little-2-cylinder-vertical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-44-00,,,,,https://www.modelesavapeur.com/telechargements3/a-single-and-twin-cylinder-side-beam-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-09-00,,,,,https://www.modelesavapeur.com/telechargements3/a-vertical-triple-expansion-steam-engine-non-reversible-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-26-00,,,,,https://www.modelesavapeur.com/telechargements3/b.-hick-son-oscillating-engine-2hp-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-23-00,,,,,https://www.modelesavapeur.com/telechargements3/ransome-may-horizontal-mill-engine.pdf,,,,"Suplimental sheet? file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements4/corliss-sheet-06.pdf",,,,,,,,,,,,,,,,,,,,,,,,
09E-40-00,,,,,https://www.modelesavapeur.com/telechargements3/trunch-trojan-imp-rial.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-40-01,,,,,https://www.modelesavapeur.com/telechargements3/trunch-trojan-m-tric.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-46-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-1-cylinder-balancd-steam-beam-steam-engine-a-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-46-01,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-1-cylinder-balanced-beam-steam-engine-b-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-22-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-1-cylinder-horizontal-for-beginners.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-43-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-2-cylinder-diagonal-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-25-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-2-cylinder-horizontal-mill-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-42-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-2-cylinder-scotch-yoke-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-47-00,,,,,https://www.modelesavapeur.com/telechargements3/a-simple-2-vertical-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-14-00,1CHSE-AM,,,,https://www.modelesavapeur.com/telechargements4/1chse-a3-sheet-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-15-00,1CHSEAW,,,,https://www.modelesavapeur.com/telechargements4/1chseaw-jdw-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-18-00,2CMARINE,,,,https://www.modelesavapeur.com/telechargements4/2cmarine-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-19-00,,,,,https://www.modelesavapeur.com/telechargements4/2cwse-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-15-00,,,,,https://www.modelesavapeur.com/telechargements4/4-cylindres-oscillant-boxer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-14-00,,,,,https://www.modelesavapeur.com/telechargements4/4-cylindres-oscillant-en-ligne.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-13,,,,,https://www.modelesavapeur.com/telechargements4/am-3-cyl-etoile-stewart-hart-cygnet-style-09-05-13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-06,,,,,https://www.modelesavapeur.com/telechargements4/am-6-cyl-elbow-engine-ken-irwin-09-05-06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-05,,,,,https://www.modelesavapeur.com/telechargements4/am-6-cyl-radial-09-05-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHSTE.1,,,,,https://www.modelesavapeur.com/telechargements4/am-little-huskey.pdf,,,,"2 versions of differen sizes in the same pdf, with no different naming",,,,,,,,,,,,,,,,,,,,,,,,
LHSTE.2,,,,,https://www.modelesavapeur.com/telechargements4/am-little-huskey.pdf,,,,"2 versions of differen sizes in the same pdf, with no different naming",,,,,,,,,,,,,,,,,,,,,,,,
09-05-12,,,,,https://www.modelesavapeur.com/telechargements4/am-over-crank-stewart-hart-09-05-12.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-04,,,,,https://www.modelesavapeur.com/telechargements4/am-simpson-shipton-09-05-04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-01,,,,,https://www.modelesavapeur.com/telechargements4/balancier-double-09-05-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-02,,,,,https://www.modelesavapeur.com/telechargements4/balancier-gerry-dykstra-09-05-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-19-00,,,,,https://www.modelesavapeur.com/telechargements4/bernay-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-15-00,,,,,https://www.modelesavapeur.com/telechargements4/bicylindre-en-v.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-14-00,,,,,https://www.modelesavapeur.com/telechargements4/bicyl-marin.-vertical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-14-00,,,,,https://www.modelesavapeur.com/telechargements4/bicyl-scotch-yoke.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORLISS,,,,,https://www.modelesavapeur.com/telechargements4/corliss-engine-de-waal-complet-ok3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-07,,,,,https://www.modelesavapeur.com/telechargements4/exp-2-cyl-rocking-09-04-07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-08,,,,,https://www.modelesavapeur.com/telechargements4/exp-2-cyl-linear-09-04-08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-06,,,,,https://www.modelesavapeur.com/telechargements4/exp-2-cyl-rotating-valve-09-04-06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-11,,,,,https://www.modelesavapeur.com/telechargements4/exp-4-cyl-valve-rotative-09-04-11.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-08,,,,,https://www.modelesavapeur.com/telechargements4/exp-bourdon-tube-09-05-08-a3-btse-sheet-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-05,,,,,https://www.modelesavapeur.com/telechargements4/exp-elliptical-flywheel-coomber-style-09-04-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-13,,,,,https://www.modelesavapeur.com/telechargements4/exp-h-cylindre-mobile-09-04-13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-03,,,,,https://www.modelesavapeur.com/telechargements4/exp-h-in-line-valve-chamber-09-04-03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-04,,,,,https://www.modelesavapeur.com/telechargements4/exp-pistons-oppos-s-09-04-04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-12,,,,,https://www.modelesavapeur.com/telechargements4/exp-self-propelled-flywheel-09-04-12.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-10,,,,,https://www.modelesavapeur.com/telechargements4/exp-steeple-style-09-04-10.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-02,,,,,https://www.modelesavapeur.com/telechargements4/exp-turning-valve-09-04-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-07,,,,,https://www.modelesavapeur.com/telechargements4/exp-vertical-experimental-oscillating-valve-09-03-07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-08,,,,,https://www.modelesavapeur.com/telechargements4/exp-vertical-experimental-twin-09-03-08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-01,,,,,https://www.modelesavapeur.com/telechargements4/exp-vert-rotating-valve-09-04-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-09,,,,,https://www.modelesavapeur.com/telechargements4/exp-vert-see-saw-09-04-09.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-03A,,,,,https://www.modelesavapeur.com/telechargements4/h-circular-slide-valve-09-02-03a.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-04A,,,,,https://www.modelesavapeur.com/telechargements4/h-mill-benson-09-02-04a.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-01,,,,,https://www.modelesavapeur.com/telechargements4/h-mill-slide-valve-09-02-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-08,,,,,https://www.modelesavapeur.com/telechargements4/h-potty-mill-engine-09-02-08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-05,,,,,https://www.modelesavapeur.com/telechargements4/h-scotch-yoke-09-02-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-02,,,,,https://www.modelesavapeur.com/telechargements4/h-slide-valve-2-09-02-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-11,,,,,https://www.modelesavapeur.com/telechargements4/h-tandem-scotch-yoke-metrique-09-02-11.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-07,,,,,https://www.modelesavapeur.com/telechargements4/h-twin-slide-valve-1-09-02-07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-09,,,,,https://www.modelesavapeur.com/telechargements4/h-twin-slide-valve-2-09-02-09.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-21-00,,,,,https://www.modelesavapeur.com/telechargements4/jbp2cvse-jdw-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-22-00,,,,,https://www.modelesavapeur.com/telechargements4/marine-engine-bp9763-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-19-00,,,,,https://www.modelesavapeur.com/telechargements4/mccse.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-11-02,,,,,https://www.modelesavapeur.com/telechargements4/monitor-x2-jdwaal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-16-00,,,,,https://www.modelesavapeur.com/telechargements4/monocylindre-dvbydt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-20-00,,,,,https://www.modelesavapeur.com/telechargements4/no21-osc-jdw-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-13-00,,,,,https://www.modelesavapeur.com/telechargements4/oscillant-valve-en-tete.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STM,,,,,https://www.modelesavapeur.com/telechargements4/ose-1-vertical-ose-beginner-1-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVOSTE,,,,,https://www.modelesavapeur.com/telechargements4/ose-2-vertical-ose-beginner-2-svoste-00-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOSE,,,,,https://www.modelesavapeur.com/telechargements4/ose-3-vertical-ose-beginner-3-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSE,,,,,https://www.modelesavapeur.com/telechargements4/ose-4-vtwin-ose-beginner-4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30DEG,,,,,https://www.modelesavapeur.com/telechargements4/ose-6-30-deg-ose-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45DEG,,,,,https://www.modelesavapeur.com/telechargements4/ose-7-45-deg-ose-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,,,,,https://www.modelesavapeur.com/telechargements4/ose-8-aderyn-htwin-ose-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSTE,,,,,https://www.modelesavapeur.com/telechargements4/ose-9-hose-made-from-13a-plug-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCY,,,,,https://www.modelesavapeur.com/telechargements4/ose-10-lucy-1-2-hose-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE-REV-A,,,,,https://www.modelesavapeur.com/telechargements4/ose-11-twin-ose-boxer-2-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE-REV-B,,,,,https://www.modelesavapeur.com/telechargements4/ose-12-twin-ose-boxer-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3SISTERS,,,,,https://www.modelesavapeur.com/telechargements4/ose-53cyl-etoile-ose-3-sisters-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-12,,,,,https://www.modelesavapeur.com/telechargements4/potty-popcorn-engine-09-02-12-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTCH-YOKE-4,,,,,https://www.modelesavapeur.com/telechargements4/scotch-yoke-four-de-waal.pdf,,,,No identifier so I made one up based on the file name,,,,,,,,,,,,,,,,,,,,,,,,
9A-21-00,,,,,https://www.modelesavapeur.com/telechargements4/simple-osc4-de-waal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-36-00,,,,,https://www.modelesavapeur.com/telechargements4/simple-vertical-engine-1-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-17-00,,,,,https://www.modelesavapeur.com/telechargements4/tricyl-equerre.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCOSE,,,,,https://www.modelesavapeur.com/telechargements4/twin-vose-slim-ok-d-j-publi-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-MONITOR,,,,,https://www.modelesavapeur.com/telechargements4/uss-monitor-de-waal-metrique-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-20-00,,,,,https://www.modelesavapeur.com/telechargements4/vertical-compound-2cyl-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-13,,,,,https://www.modelesavapeur.com/telechargements4/vertical-cross-single-09-03-13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-06,,,,,https://www.modelesavapeur.com/telechargements4/vertical-one-lunger-beginner-09-03-06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-05,,,,,https://www.modelesavapeur.com/telechargements4/vertical-reverse-george-britnell-09-03-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-01,,,,,https://www.modelesavapeur.com/telechargements4/vertical-slide-valve-1-09-03-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-02,,,,,https://www.modelesavapeur.com/telechargements4/vertical-slide-valve-2-09-03-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-11,,,,,https://www.modelesavapeur.com/telechargements4/vertical-triple-zevenhuizen-09-03-11.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-09,,,,,https://www.modelesavapeur.com/telechargements4/vertical-twin-bob-middleton-09-03-09.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-10,,,,,https://www.modelesavapeur.com/telechargements4/vertical-twin-compound-bob-middleton-09-03-10.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-12,,,,,https://www.modelesavapeur.com/telechargements4/vertical-twin-jl-soumard-09-03-12.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-03,,,,,https://www.modelesavapeur.com/telechargements4/vertical-with-reverse-popular-science-09-03-03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-18-00,,,,,https://www.modelesavapeur.com/telechargements4/wobler.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-27-00,,,,,https://www.modelesavapeur.com/telechargements5/07b-27-00-1.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/07b-27-00-2.pdf and here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/07b-27-00-3.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07A-10-01,,,,,https://www.modelesavapeur.com/telechargements5/a-coal-fired-boiler-for-the-steam-loco-ncs-76.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07A-01-00,,,,,https://www.modelesavapeur.com/telechargements5/a-gas-fired-steam-locomotive-of-the-dush-railways.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-07-00,,,,,https://www.modelesavapeur.com/telechargements5/ajax-lbsc-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-23-00,,,,,https://www.modelesavapeur.com/telechargements5/a-model-of-a-0-6-0tank-locomotive-called-boxhill-dossier-1-bis.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/a-model-of-a-0-6-0-tank-locomotive-called-boxhill-dossier-2.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07B-22-00,,,,,https://www.modelesavapeur.com/telechargements5/a-model-of-a-coal-fired-4.6.2-locomotive.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07A-09-00,,,,,https://www.modelesavapeur.com/telechargements5/a-model-of-a-saddle-tank-steam-loco.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-21-00,,,,,https://www.modelesavapeur.com/telechargements5/a-model-of-a-spirit-fired-4.6.0-locomotive.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-58-00,,,,,https://www.modelesavapeur.com/telechargements5/an-oltimer-french-peugeot-of-1896-from-wood.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-20-00,,,,,https://www.modelesavapeur.com/telechargements5/a-simple-steam-locomotive-for-the-beginner.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-18-00,,,,,https://www.modelesavapeur.com/telechargements5/a-simplified-fired-spirit-fired-locomotive.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07A-10-00,,,,,https://www.modelesavapeur.com/telechargements5/a-spirit-fired-model-of-a-steam-locomotive-ncs-76-1.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/a-spirit-fired-model-of-a-steam-locomotive-ncs-76-2.pdf",,,,,,,,,,,,,,,,,,,,,,,,
08-17-00,,,,,https://www.modelesavapeur.com/telechargements5/a-super-simple-traction-engine-with-oscillating-engine-for-beginner.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC,,,,,https://www.modelesavapeur.com/telechargements5/basculant-2-essieux-j.b-de-vries-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCJWD,,,,,https://www.modelesavapeur.com/telechargements5/basculant-2-essieux-jdw-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-19-00,,,,,https://www.modelesavapeur.com/telechargements5/brazil-jdwaal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-00,,,,,https://www.modelesavapeur.com/telechargements5/buffalo-springfield-steam-roller.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-11-00,,,,,https://www.modelesavapeur.com/telechargements5/caesar-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-17-00,,,,,https://www.modelesavapeur.com/telechargements5/cartoon-car.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-03-00,,,,,https://www.modelesavapeur.com/telechargements5/chassis-surbaiss-6-essieux-dutch-railway-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-04-00,,,,,https://www.modelesavapeur.com/telechargements5/chassis-surnaiss-6-essieux-nzr-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-01-02,,,,,https://www.modelesavapeur.com/telechargements5/chassis-wagon-2-essieux-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-02-00,,,,,https://www.modelesavapeur.com/telechargements5/chassis-wagon-2-essieux-dutch-railway-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-01-01,,,,,https://www.modelesavapeur.com/telechargements5/chassis-wagon-2-essieux-simplifi-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OILTANKER,,,,,https://www.modelesavapeur.com/telechargements5/citerne-2-boogie-sar-john-reinike-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAYTON,,,,,https://www.modelesavapeur.com/telechargements5/clayton-undertype-4ft.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-06-00,,,,,https://www.modelesavapeur.com/telechargements5/conway-intro-bom.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/conway-parts.pdf",,,,,,,,,,,,,,,,,,,,,,,,
CRACKER,,,,,https://www.modelesavapeur.com/telechargements5/cracker-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHR-B-45,,,,,https://www.modelesavapeur.com/telechargements5/darjeeling-b-class-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
